"","egal1","egal2","egal3","egal","indiv1","indiv2","indiv3","indiv","hier1","hier2","hier3","hier","fatal1","fatal2","fatal3","fatal","nep2","nep3","nep6","nepScale","ideology","partisan","happening","risk","sciconsensus","IntAgree","Renew","Nuclear","Tax","EPA","CapTrade","GeoEng"
"205",5,4,5,5,4,4,4,4,5,4,5,5,5,4,5,5,4,5,5,4,5,4,0,5,0,5,4,5,3,5,5,4
"206",4,4,2,3,5,3,3,4,7,5,4,5,3,1,2,2,6,6,7,6,3,4,3,6,1,4,7,4,4,5,4,6
"207",4,4,4,4,5,4,5,5,2,6,2,3,5,4,4,4,6,5,4,4,7,4,3,7,1,2,4,2,5,3,2,3
"208",4,NA,4,NA,4,4,6,5,4,3,4,4,4,4,4,4,4,7,4,3,5,1,4,2,0,4,3,5,4,6,5,5
"209",6,6,5,6,4,3,7,5,6,6,4,5,6,5,4,5,4,4,4,4,4,2,4,9,0,6,6,6,5,7,5,6
"210",7,4,6,6,5,7,6,6,6,5,7,6,6,5,4,5,4,5,6,4,3,2,4,4,1,5,7,5,6,6,7,7
"211",6,5,7,6,5,5,7,6,4,6,7,6,7,5,6,6,7,5,4,4,4,1,4,9,1,6,6,5,7,7,5,5
"212",6,6,7,6,6,7,7,7,7,6,6,6,6,7,7,7,6,6,7,4,1,1,4,9,1,6,6,7,6,7,6,6
"213",6,7,6,6,7,6,7,7,7,6,7,7,7,6,7,7,6,6,7,4,7,1,4,10,1,7,7,7,6,6,7,7
"214",5,4,7,5,5,4,3,4,4,7,7,6,7,7,7,7,4,4,4,3,2,1,4,8,1,3,4,7,3,7,7,4
"215",4,5,4,4,3,4,4,4,4,2,4,3,4,5,4,4,4,4,4,4,5,2,3,1,0,3,3,4,3,3,4,3
"216",6,7,7,7,6,7,6,6,6,6,7,6,6,7,6,6,7,5,7,4,1,2,3,9,1,NA,6,7,6,6,6,7
"217",6,6,5,6,1,4,4,3,4,3,4,4,2,2,2,2,6,6,6,6,1,1,3,8,1,5,7,4,5,7,4,4
"218",2,4,4,3,5,3,3,4,5,5,5,5,4,5,6,5,5,6,7,6,3,2,3,7,1,5,7,4,5,6,5,5
"219",6,6,6,6,7,7,6,7,7,7,7,7,7,6,7,7,5,6,6,4,1,1,3,4,0,7,7,5,5,7,7,5
"220",7,NA,6,NA,1,NA,4,NA,5,2,4,4,2,3,2,2,6,6,7,6,2,2,3,10,0,7,7,4,7,7,5,6
"221",5,4,3,4,4,5,4,4,4,4,5,4,4,5,3,4,3,5,5,4,2,2,0,5,0,4,5,4,3,4,4,5
"222",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,3,0,0,0,1,1,1,1,1,1,1
"223",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,0,5,0,4,4,4,4,4,4,4
"224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,5,4,6,4,10,0,7,7,1,7,7,7,7
"225",5,6,5,5,7,6,6,6,6,7,7,7,6,6,5,6,5,5,6,4,2,7,4,8,0,5,6,7,5,4,5,6
"226",6,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,6,6,4,2,7,4,10,1,7,6,7,6,6,7,7
"227",7,6,7,7,6,6,7,6,7,7,7,7,6,6,6,6,6,7,7,4,2,7,4,9,1,7,6,6,6,7,6,6
"228",6,6,7,6,6,6,6,6,7,7,7,7,6,7,7,7,7,6,7,4,7,7,4,8,1,7,6,7,6,7,6,7
"229",7,6,7,7,6,7,7,7,6,7,7,7,6,7,6,6,6,6,6,4,7,6,4,9,1,7,6,7,6,7,6,6
"230",3,5,4,4,4,5,4,4,5,3,5,4,4,6,5,5,4,5,5,4,6,7,4,3,0,4,6,2,3,3,4,4
"231",7,6,7,7,7,7,6,7,6,6,7,6,7,6,6,6,7,6,7,4,2,4,4,10,1,7,7,6,7,7,6,6
"232",1,6,1,3,7,7,1,5,7,7,7,7,1,1,1,1,1,1,1,1,7,7,2,2,1,1,2,5,1,1,1,1
"233",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,4,3,6,2,10,1,7,7,2,7,7,7,7
"234",6,5,6,6,7,5,7,6,5,5,6,5,6,7,5,6,5,7,5,4,2,6,3,9,0,6,7,5,6,5,6,5
"235",6,7,6,6,5,7,6,6,4,7,6,6,5,6,5,5,7,5,6,4,2,6,3,10,0,6,5,6,5,6,7,7
"236",7,4,5,5,6,6,5,6,5,4,5,5,5,4,4,4,6,4,5,4,6,4,3,8,0,5,6,5,4,5,6,6
"237",6,5,5,5,5,5,6,5,4,5,5,5,5,5,6,5,4,4,5,4,4,6,3,7,1,5,5,5,4,4,5,5
"238",4,6,6,5,6,5,4,5,7,7,5,6,6,6,5,6,4,5,5,4,2,6,3,9,1,5,6,6,4,6,4,5
"239",6,6,6,6,7,6,7,7,6,7,7,7,7,7,6,7,6,7,7,4,2,7,3,10,0,6,6,7,7,7,7,6
"240",5,6,6,6,5,5,6,5,6,6,5,6,5,6,5,5,6,5,6,4,5,6,-3,8,0,6,5,6,5,5,6,5
"241",1,3,1,2,4,5,3,4,7,7,4,6,2,1,2,2,7,6,7,6,7,7,0,5,0,5,7,2,4,4,7,6
"242",4,4,6,5,4,4,4,4,4,3,5,4,4,5,2,4,5,4,4,4,5,6,0,7,1,5,6,4,3,5,5,6
"243",4,1,2,2,4,2,2,3,4,3,2,3,4,5,3,4,2,4,4,4,5,6,-3,1,1,2,5,2,1,2,1,5
"244",5,5,5,5,3,3,3,3,3,3,3,3,5,5,6,5,5,5,6,5,3,4,2,7,1,5,7,5,5,5,4,5
"245",6,7,5,6,1,3,1,2,1,1,1,1,1,1,1,1,7,7,7,6,4,4,0,10,0,7,7,1,7,7,7,7
"246",4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,6,1,5,4,5,4,6,4,7
"247",4,4,4,4,4,4,4,4,4,1,1,2,4,6,7,6,4,6,6,4,3,4,2,5,1,6,7,4,4,5,4,5
"248",4,5,6,5,4,6,6,5,5,6,5,5,5,5,5,5,4,1,7,4,4,4,3,8,1,5,5,5,5,5,5,4
"249",5,4,5,5,4,5,5,5,5,4,5,5,4,5,4,4,6,4,4,4,4,4,0,4,1,4,4,5,3,4,3,3
"250",4,4,3,4,6,4,3,4,3,3,5,4,4,4,7,5,5,5,5,4,4,4,-1,5,0,4,5,2,5,6,4,5
"251",1,4,5,3,7,5,7,6,5,3,2,3,1,1,1,1,NA,6,5,NA,5,4,2,6,1,4,7,7,3,3,3,5
"252",5,4,4,4,2,3,7,4,7,1,7,5,4,4,3,4,6,7,7,5,5,4,4,10,1,7,7,7,7,7,7,7
"253",6,5,5,5,5,5,6,5,5,2,6,4,2,2,2,2,5,4,5,4,5,4,-2,1,0,1,1,1,1,1,1,1
"254",5,6,6,6,2,3,4,3,4,3,2,3,4,7,6,6,7,7,7,6,2,1,4,10,1,4,7,3,7,7,6,4
"255",6,7,6,6,7,6,7,7,6,7,7,7,6,7,6,6,6,7,6,4,7,1,4,10,1,7,6,7,6,7,7,6
"256",5,4,5,5,4,2,5,4,6,4,4,5,5,3,6,5,5,4,3,4,4,3,4,5,1,4,6,4,5,4,5,5
"257",5,6,2,4,4,6,4,5,4,7,4,5,4,6,2,4,7,7,7,6,3,3,4,8,1,4,7,4,5,7,4,7
"258",6,7,7,7,3,4,3,3,4,1,2,2,3,3,4,3,6,7,7,7,2,1,4,10,1,7,7,4,7,7,6,7
"259",7,2,5,5,5,5,6,5,6,4,1,4,6,4,4,5,3,3,3,3,1,1,4,4,1,5,4,2,5,4,5,4
"260",5,4,4,4,5,4,7,5,5,4,4,4,4,4,4,4,4,7,5,4,1,1,3,7,0,5,6,5,4,7,4,5
"261",5,5,7,6,3,3,2,3,4,1,4,3,3,3,3,3,5,2,5,5,2,1,3,8,1,6,6,3,6,7,6,5
"262",6,6,6,6,7,5,7,6,5,6,7,6,6,7,7,7,6,7,6,4,2,1,3,8,1,7,6,6,6,6,5,6
"263",4,7,5,5,1,5,6,4,4,6,3,4,5,5,4,5,7,1,6,5,4,3,3,10,0,4,3,4,6,6,3,6
"264",5,7,5,6,7,5,6,6,6,7,7,7,5,6,6,6,7,7,6,4,7,7,4,9,1,6,6,6,7,7,5,6
"265",6,6,6,6,6,5,7,6,7,6,6,6,6,7,5,6,6,7,5,4,7,7,4,9,1,6,7,6,6,7,6,7
"266",6,7,6,6,6,7,7,7,7,6,7,7,6,6,6,6,6,6,6,4,6,4,4,9,1,6,7,6,6,7,7,6
"267",6,7,6,6,7,6,7,7,7,6,7,7,7,6,7,7,6,7,6,4,1,7,4,10,1,7,7,6,7,6,7,7
"268",7,6,7,7,6,7,7,7,7,6,7,7,7,6,7,7,7,6,7,4,4,6,4,10,1,7,7,7,7,7,6,7
"269",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,7,4,10,1,7,7,7,7,7,7,7
"270",5,5,4,5,3,4,5,4,5,4,3,4,5,5,3,4,7,5,7,6,5,6,3,9,1,7,7,4,6,7,5,7
"271",6,5,7,6,6,5,5,5,6,6,6,6,4,3,5,4,6,6,6,5,3,6,3,8,1,4,6,3,4,5,4,5
"272",1,1,1,1,NA,7,7,NA,5,3,5,4,5,1,1,2,1,1,3,1,5,6,-4,0,1,5,7,5,1,4,3,7
"273",1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,5,3,5,4,7,7,-3,0,0,6,7,5,4,6,6,6
"274",3,2,5,3,3,4,5,4,5,4,3,4,4,3,3,3,5,7,5,5,4,6,0,3,0,3,4,3,2,5,4,5
"275",6,6,7,6,7,7,7,7,6,7,6,6,7,7,7,7,6,7,6,4,6,5,-4,9,1,6,6,7,7,NA,6,6
"276",6,6,6,6,4,4,5,4,3,2,1,2,6,6,6,6,4,5,5,5,1,4,3,8,1,6,6,7,6,6,5,7
"277",4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,4,3,3,3,4,4,4,4,8,1,5,5,1,5,5,5,3
"278",5,5,5,5,5,3,5,4,4,4,5,4,5,7,5,6,5,7,7,6,4,4,2,6,0,6,7,1,6,7,4,5
"279",5,4,4,4,5,6,4,5,6,5,4,5,5,5,6,5,4,6,4,4,4,4,3,7,1,6,6,6,6,4,4,4
"280",2,2,6,3,4,6,4,5,3,6,1,3,4,5,3,4,2,5,4,4,4,4,0,4,0,3,3,1,5,5,6,2
"281",5,4,4,4,4,6,5,5,6,4,6,5,6,5,5,5,5,5,4,4,4,4,3,3,0,5,5,5,6,5,6,4
"282",5,6,6,6,6,6,6,6,7,7,6,7,5,7,5,6,6,6,7,4,1,1,4,10,1,6,7,5,7,6,6,5
"283",6,5,5,5,7,5,5,6,6,6,5,6,6,6,6,6,7,5,6,4,2,1,4,9,NA,5,4,5,6,6,7,5
"284",4,6,7,6,7,7,4,6,4,6,6,5,7,1,6,5,7,2,7,4,2,2,4,10,1,4,6,4,7,6,7,7
"285",4,2,7,4,3,4,4,4,4,6,7,6,2,1,1,1,7,1,7,5,1,2,4,10,1,7,7,1,7,7,7,7
"286",4,7,5,5,1,4,5,3,6,5,5,5,1,3,5,3,5,2,4,4,4,3,3,10,0,4,3,3,4,7,2,2
"287",5,5,6,5,6,6,5,6,6,6,5,6,5,6,5,5,5,6,5,4,1,1,0,7,1,6,6,5,5,5,5,6
"288",7,7,7,7,6,6,6,6,7,7,6,7,7,7,6,7,6,6,7,4,2,4,4,10,1,7,7,7,7,6,6,6
"289",6,7,6,6,6,7,6,6,7,7,7,7,7,7,7,7,7,6,6,4,7,7,4,10,1,6,7,7,7,6,7,7
"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,5,4,5,4,10,1,7,7,7,7,7,7,7
"291",5,7,7,6,7,7,1,5,1,7,7,5,1,7,1,3,7,1,7,4,5,5,4,10,1,5,6,4,6,5,5,6
"292",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,10,1,7,7,7,7,7,7,7
"293",7,7,6,7,6,7,6,6,6,7,6,6,6,7,6,6,7,6,5,4,4,7,3,9,1,5,6,7,6,6,6,6
"294",4,1,1,2,7,7,5,6,7,6,4,6,3,1,2,2,5,7,6,4,7,4,3,7,0,5,7,4,5,5,5,7
"295",4,5,4,4,4,4,5,4,5,6,6,6,4,4,5,4,3,4,7,5,5,6,3,4,0,5,7,3,4,7,4,7
"296",1,1,4,2,6,6,4,5,7,6,4,6,1,1,1,1,4,4,5,4,6,6,-2,2,1,3,7,2,4,5,1,6
"297",6,7,6,6,6,7,5,6,7,6,7,7,6,4,7,6,7,3,7,6,6,4,4,10,1,7,7,1,7,7,7,6
"298",5,6,6,6,4,5,4,4,5,4,3,4,5,4,5,5,7,6,6,6,4,4,4,8,1,7,7,5,7,7,6,7
"299",7,7,7,7,6,2,2,3,6,1,2,3,7,7,6,7,7,6,7,5,2,4,4,9,1,7,7,7,7,7,7,7
"300",5,5,5,5,3,3,3,3,5,7,7,6,2,5,5,4,6,6,7,6,3,4,3,9,1,5,6,4,4,6,5,6
"301",5,5,4,5,4,4,4,4,4,3,4,4,2,3,3,3,4,4,4,5,4,4,2,6,1,4,5,3,4,5,4,4
"302",6,6,5,6,6,5,6,6,6,4,5,5,5,7,5,6,7,6,7,6,4,4,3,8,0,5,6,3,3,5,6,4
"303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,2,4,3,5,1,5,5,5,5,5,5,5
"304",6,4,2,4,7,5,5,6,1,4,6,4,3,5,4,4,7,6,5,4,6,4,3,3,0,6,5,5,4,7,7,4
"305",7,7,4,6,3,7,4,5,4,7,4,5,7,7,7,7,4,4,4,4,4,4,0,5,0,4,4,4,4,4,4,4
"306",7,7,7,7,7,7,6,7,6,6,7,6,6,6,6,6,6,7,7,4,7,1,4,10,1,7,6,6,6,7,7,7
"307",5,7,1,4,4,3,6,4,1,1,4,2,5,7,5,6,7,3,6,4,1,3,4,8,0,5,4,3,4,4,4,5
"308",4,5,5,5,6,5,2,4,3,5,6,5,2,1,2,2,7,7,7,7,2,2,4,10,1,6,6,2,6,6,6,6
"309",7,6,7,7,3,4,2,3,6,5,5,5,5,5,4,5,7,7,7,6,2,1,4,7,1,6,6,4,5,6,6,4
"310",7,6,7,7,6,7,7,7,6,7,6,6,6,6,7,6,6,7,6,4,1,1,4,10,0,7,6,7,7,6,7,6
"311",7,7,6,7,7,7,6,7,6,6,7,6,7,7,6,7,7,6,7,5,1,1,4,5,NA,7,7,6,6,7,6,7
"312",7,7,7,7,2,7,7,5,6,4,7,6,4,5,5,5,7,7,7,6,1,1,4,10,1,1,7,1,7,7,7,7
"313",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,2,3,10,1,7,7,7,7,7,7,7
"314",2,5,1,3,7,5,1,4,6,6,5,6,5,6,2,4,5,4,7,5,3,2,3,5,1,4,7,5,1,7,1,7
"315",6,5,5,5,7,6,7,7,6,6,7,6,7,5,6,6,6,6,7,4,3,2,3,10,1,6,6,7,5,7,6,5
"316",5,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,5,5,5,4,2,2,3,9,1,4,4,4,4,4,4,4
"317",6,7,6,6,6,7,7,7,6,7,6,6,6,7,7,7,6,7,6,4,2,7,4,10,1,7,7,7,6,7,6,6
"318",6,6,3,5,6,6,6,6,7,7,7,7,7,7,6,7,7,6,6,4,7,7,4,10,0,7,6,7,7,6,6,7
"319",5,4,6,5,4,5,5,5,5,3,3,4,2,2,2,2,5,5,4,5,4,5,4,5,1,4,5,3,4,4,5,4
"320",6,5,2,4,3,4,2,3,7,2,5,5,3,5,2,3,5,1,7,4,2,7,3,7,1,5,7,3,4,5,5,4
"321",4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,6,3,5,1,4,5,4,4,4,5,4
"322",5,5,4,5,4,4,5,4,5,6,3,5,1,3,2,2,6,7,7,6,4,5,3,8,1,7,7,4,7,7,5,6
"323",4,5,4,4,5,6,6,6,3,5,5,4,3,5,4,4,5,5,5,4,6,6,3,7,1,5,6,6,5,4,6,6
"324",4,4,4,4,4,4,4,4,6,6,6,6,1,6,2,3,4,1,3,3,6,7,0,5,1,4,7,3,3,3,4,6
"325",4,5,4,4,4,4,5,4,5,4,4,4,4,4,5,4,5,5,5,4,4,6,-3,0,1,4,5,4,4,4,5,5
"326",2,4,4,3,4,4,1,3,7,6,3,5,2,3,2,2,7,2,7,6,4,4,3,10,0,7,7,1,7,7,7,7
"327",4,7,4,5,1,4,4,3,4,1,1,2,7,1,4,4,7,7,7,7,2,4,4,10,1,7,7,1,7,7,5,7
"328",6,2,4,4,6,3,4,4,3,6,7,5,1,6,1,3,2,1,4,2,5,4,4,6,1,3,7,6,5,5,5,1
"329",7,7,7,7,1,1,1,1,7,7,7,7,1,7,7,5,4,7,3,5,6,4,2,7,1,6,3,7,5,4,7,7
"330",6,7,7,7,7,6,2,5,7,6,6,6,5,4,5,5,6,1,7,5,4,4,3,10,1,6,5,6,4,5,6,7
"331",6,5,1,4,5,5,5,5,5,5,6,5,4,4,3,4,4,5,4,4,4,4,0,5,0,5,7,3,6,6,5,6
"332",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,5,0,4,4,4,4,4,4,4
"333",4,4,4,4,4,4,2,3,7,4,5,5,4,3,3,3,7,7,7,6,3,4,4,9,0,5,7,3,5,6,4,6
"334",1,5,4,3,3,5,5,4,6,4,3,4,5,4,3,4,6,6,5,6,3,4,4,9,1,6,7,6,6,7,3,7
"335",6,6,4,5,6,5,6,6,5,5,6,5,5,3,6,5,5,4,6,4,5,4,3,1,1,5,4,3,4,4,5,5
"336",4,6,4,5,5,5,4,5,4,3,4,4,5,5,4,5,6,7,7,5,5,2,4,10,1,6,6,5,5,4,5,5
"337",2,5,5,4,2,2,4,3,4,5,2,4,4,3,5,4,7,7,7,6,1,2,4,10,1,7,7,1,7,7,5,5
"338",4,3,5,4,4,5,3,4,5,4,5,5,4,5,2,4,7,4,7,4,2,2,4,5,1,5,5,5,5,4,5,4
"339",7,6,6,6,7,6,6,6,6,7,7,7,7,7,6,7,6,6,7,4,2,1,4,10,1,7,6,7,7,7,6,6
"340",6,7,7,7,1,2,4,2,5,3,5,4,3,5,4,4,7,7,7,6,2,1,4,10,1,7,7,1,7,7,1,7
"341",7,7,7,7,1,2,1,1,5,NA,2,NA,6,5,1,4,7,7,7,6,1,2,4,10,0,7,7,1,7,7,4,7
"342",4,4,3,4,5,5,3,4,5,7,7,6,1,6,1,3,4,3,7,4,4,2,3,8,1,4,7,1,4,7,4,4
"343",6,5,6,6,5,5,NA,NA,6,6,6,6,6,5,6,6,5,5,6,4,3,2,3,3,0,6,6,5,6,5,5,6
"344",2,5,7,5,1,7,3,4,3,1,1,2,4,4,5,4,7,7,7,6,2,2,3,8,1,7,7,6,7,7,6,7
"345",1,6,2,3,6,2,5,4,4,7,7,6,1,2,2,2,6,1,7,6,6,7,4,10,1,1,7,1,5,6,6,7
"346",6,6,6,6,7,6,6,6,7,7,6,7,7,6,7,7,6,6,7,4,2,7,4,10,1,7,7,7,6,7,6,6
"347",7,6,5,6,6,4,3,4,5,3,5,4,5,3,4,4,6,6,6,5,5,6,4,8,1,7,7,4,6,6,6,7
"348",3,3,3,3,3,2,NA,NA,4,4,1,3,3,4,3,3,3,3,4,4,4,5,2,5,0,3,5,3,3,5,3,3
"349",6,6,6,6,6,6,6,6,6,4,NA,NA,4,5,4,4,6,5,6,5,2,5,2,10,1,6,7,5,5,7,7,7
"350",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,6,3,4,1,4,4,4,4,4,4,4
"351",6,4,5,5,4,6,5,5,5,5,4,5,5,6,4,5,4,6,5,4,6,7,3,7,0,4,5,6,6,5,5,6
"352",5,7,6,6,5,6,6,6,5,6,7,6,5,7,5,6,5,5,7,4,3,4,3,9,1,5,6,7,7,7,6,5
"353",6,6,5,6,6,5,5,5,6,4,4,5,4,5,5,5,6,6,5,4,6,6,-3,8,1,5,4,6,5,6,6,5
"354",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,6,4,6,6,-4,3,1,4,4,4,4,4,4,4
"355",2,3,5,3,3,5,3,4,2,5,3,3,5,3,5,4,7,7,7,6,3,4,3,8,1,5,7,2,5,5,6,5
"356",7,4,6,6,6,4,4,5,7,1,5,4,6,3,2,4,7,7,7,5,3,4,NA,9,0,4,7,1,4,4,5,4
"357",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,4,4,4,1,7,7,3,5,7,5,7
"358",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,5,0,4,4,4,4,4,4,4
"359",4,5,5,5,1,6,1,3,4,3,1,3,1,7,2,3,6,2,7,5,4,4,4,10,1,6,7,4,4,5,4,4
"360",1,3,1,2,7,4,7,6,7,7,5,6,1,4,1,2,4,4,3,3,7,4,4,0,0,1,3,3,1,1,1,4
"361",5,6,7,6,4,4,2,3,7,6,7,7,4,2,4,3,7,3,7,5,2,1,4,9,1,7,7,4,7,7,7,7
"362",5,6,5,5,1,2,2,2,7,3,4,5,2,5,5,4,7,7,7,6,2,1,4,10,1,6,7,5,6,7,6,7
"363",7,7,7,7,3,4,1,3,5,3,4,4,1,1,1,1,7,6,7,5,3,2,4,10,1,6,6,5,7,6,6,7
"364",5,6,5,5,4,3,3,3,5,4,4,4,2,2,4,3,6,6,7,5,4,2,4,10,1,7,7,1,5,7,7,7
"365",7,7,5,6,1,3,1,2,5,1,1,2,4,6,5,5,4,3,5,4,2,1,2,10,0,7,7,4,3,4,5,7
"366",5,5,4,5,4,2,2,3,4,3,4,4,4,5,4,4,5,3,6,4,4,2,2,7,0,4,5,3,3,4,4,4
"367",4,4,3,4,2,2,1,2,5,3,4,4,3,4,2,3,5,2,5,4,5,1,2,6,0,5,6,2,2,5,5,5
"368",5,6,5,5,6,6,5,6,6,6,6,6,5,5,5,5,6,5,5,NA,5,2,3,8,1,6,6,5,5,5,6,5
"369",5,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,2,1,3,5,1,4,4,4,4,4,4,4
"370",6,5,5,5,4,6,4,5,7,2,5,5,1,1,2,1,5,6,6,6,2,1,3,6,1,5,7,2,6,6,5,7
"371",2,7,5,5,4,5,7,5,3,6,7,5,6,5,6,6,7,7,7,4,2,2,3,5,1,6,6,5,6,7,6,6
"372",2,4,3,3,3,3,5,4,4,5,5,5,6,4,3,4,4,6,3,4,1,3,-4,6,0,5,4,4,3,5,3,2
"373",6,6,6,6,7,5,6,6,7,7,6,7,7,7,6,7,6,6,6,4,2,7,4,10,1,7,6,7,6,6,6,5
"374",7,7,6,7,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,4,1,7,4,9,1,6,6,7,6,7,7,7
"375",7,7,7,7,6,7,7,7,7,7,7,7,5,7,6,6,7,7,7,4,2,7,4,10,1,6,7,7,7,7,7,6
"376",6,5,6,6,5,6,5,5,6,7,6,6,7,6,7,7,6,5,6,4,6,7,4,9,1,5,6,6,5,6,5,7
"377",1,1,2,1,6,6,6,6,7,4,4,5,3,1,2,2,3,5,5,4,5,6,3,3,1,5,6,7,4,5,6,6
"378",5,5,5,5,6,4,5,5,6,5,6,6,5,6,4,5,5,5,5,4,5,5,0,7,1,6,6,5,5,6,5,4
"379",5,5,6,5,4,4,5,4,6,NA,3,NA,5,5,NA,NA,7,4,5,5,2,4,2,7,0,4,4,5,4,2,3,6
"380",7,6,7,7,4,2,3,3,3,7,3,4,3,7,6,5,5,4,7,4,6,4,3,9,1,5,5,6,6,4,6,4
"381",3,6,6,5,3,3,4,3,4,5,5,5,6,3,6,5,4,5,5,4,1,4,3,8,1,4,5,4,3,5,5,4
"382",2,5,4,4,5,2,4,4,1,1,5,2,4,1,4,3,6,7,5,5,3,4,2,8,1,5,7,4,4,6,4,4
"383",3,3,1,2,6,6,3,5,7,5,7,6,2,2,2,2,5,2,6,4,4,4,3,5,0,4,5,2,5,4,4,5
"384",6,6,6,6,6,5,5,5,5,6,5,5,6,4,5,5,5,5,6,4,6,4,3,4,1,5,5,6,6,5,6,6
"385",7,7,1,5,1,1,1,1,4,1,2,2,1,7,1,3,7,4,7,6,4,4,4,10,0,5,7,1,4,7,3,5
"386",5,5,7,6,1,3,1,2,1,1,5,2,1,3,2,2,7,7,7,6,4,4,3,0,0,6,7,1,4,7,4,7
"387",2,1,4,2,2,6,3,4,5,7,6,6,1,2,2,2,6,1,4,3,7,4,-3,0,0,5,4,2,2,5,5,4
"388",7,6,6,6,2,4,3,3,4,3,2,3,NA,4,3,NA,7,7,7,7,1,1,4,10,1,7,7,2,7,7,6,7
"389",1,4,7,4,5,4,2,4,4,1,2,2,1,1,1,1,6,7,7,6,1,1,4,10,1,7,7,1,7,7,1,7
"390",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,1,4,10,1,7,7,7,7,7,7,7
"391",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,1,4,10,1,7,7,7,7,7,7,7
"392",5,5,5,5,6,5,3,5,5,6,3,5,3,5,2,3,7,7,7,7,NA,2,4,10,0,6,7,5,6,6,6,7
"393",3,4,6,4,4,5,5,5,6,6,3,5,5,5,4,5,3,4,5,4,4,1,2,5,1,4,5,6,5,4,3,4
"394",5,4,4,4,5,3,4,4,5,3,4,4,4,4,4,4,6,4,4,4,2,2,2,7,1,5,4,5,5,3,4,4
"395",6,6,2,5,4,4,4,4,3,5,5,4,6,5,4,5,5,3,5,4,3,2,3,8,1,5,4,4,5,3,6,5
"396",3,3,2,3,3,4,2,3,5,6,4,5,2,2,3,2,3,2,5,4,2,2,3,8,1,5,7,3,5,6,4,6
"397",6,4,4,5,5,4,5,5,5,3,5,4,5,4,3,4,5,6,5,5,4,4,3,5,0,4,5,3,5,5,4,5
"398",2,4,6,4,4,3,5,4,4,4,4,4,1,4,5,3,6,3,7,5,3,2,3,8,1,7,7,1,7,6,6,7
"399",7,7,6,7,5,3,2,3,4,2,5,4,4,4,4,4,6,7,7,6,2,2,3,9,1,6,6,1,6,6,5,6
"400",6,6,5,6,5,5,6,5,6,5,6,6,7,6,3,5,5,6,6,4,1,4,3,6,1,4,6,4,5,6,7,5
"401",6,4,4,5,3,4,6,4,4,3,3,3,2,3,1,2,7,7,4,5,2,2,3,10,0,7,7,1,7,7,7,7
"402",6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,2,0,4,0,5,5,5,5,5,5,5
"403",7,7,6,7,7,6,5,6,6,6,7,6,7,7,7,7,5,5,5,4,6,7,4,8,0,7,6,6,6,7,7,6
"404",4,5,5,5,4,NA,3,NA,3,4,4,4,4,3,4,4,4,3,4,4,4,6,4,3,0,3,4,3,4,4,4,4
"405",1,2,1,1,7,7,5,6,7,7,3,6,3,1,1,2,5,3,6,4,6,7,4,7,1,4,7,7,5,6,1,7
"406",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,7,2,3,1,3,3,3,3,3,3,3
"407",4,5,5,5,4,4,3,4,3,4,4,4,3,6,2,4,5,3,5,4,4,6,2,7,0,5,6,3,4,4,4,5
"408",5,6,6,6,5,7,6,6,5,6,6,6,6,6,5,6,6,6,7,4,1,6,3,9,0,6,6,6,5,5,5,6
"409",5,3,5,4,3,4,3,3,5,3,5,4,4,5,3,4,4,2,4,4,5,6,0,5,0,4,4,4,4,4,5,4
